person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,16800.0,RENT,,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2
24,22044.0,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3
26,24480.0,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4
23,50000.0,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2
22,14400.0,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4
22,19200.0,RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2
21,20000.0,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4
24,25000.0,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3
21,40000.0,MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4
22,32496.0,RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4
23,40000.0,MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.13,N,3
23,40000.0,MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2
26,40000.0,MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2
22,34000.0,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2
23,38000.0,RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2
23,43000.0,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4
22,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.13,Y,2
24,49000.0,RENT,8.0,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,Y,3
22,60000.0,RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3
24,72000.0,RENT,6.0,PERSONAL,A,4400,11.011694892245036,0,0.06,N,4
24,80000.0,RENT,7.0,EDUCATION,E,4400,19.03,0,0.06,Y,2
23,40000.0,MORTGAGE,7.0,VENTURE,B,13000,9.99,0,0.33,N,3
26,95459.0,RENT,10.0,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4
24,33600.0,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4
24,42200.0,RENT,5.0,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,N,4
22,40000.0,MORTGAGE,5.0,PERSONAL,A,5400,7.42,0,0.14,N,2
22,40000.0,MORTGAGE,7.0,EDUCATION,A,14000,7.49,0,0.35,N,3
22,14400.0,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4
25,40000.0,MORTGAGE,2.0,PERSONAL,B,4500,10.99,0,0.11,N,3
25,40000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3
24,40000.0,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2
23,15600.0,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,4
25,15600.0,RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3
22,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,N,3
24,40000.0,OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,N,4
25,17600.0,RENT,,PERSONAL,C,4500,13.99,1,0.26,N,2
25,40000.0,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2
23,18000.0,RENT,,VENTURE,A,4500,7.49,1,0.25,N,4
24,40000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,N,2
24,40000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.07,N,4
23,40000.0,MORTGAGE,6.0,MEDICAL,B,13200,11.011694892245036,0,0.33,N,4
23,40000.0,MORTGAGE,2.0,MEDICAL,B,2000,10.99,0,0.05,N,4
21,18000.0,RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,2
24,40000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,N,2
23,18000.0,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3
24,18200.0,RENT,8.0,EDUCATION,A,4500,8.94,1,0.25,N,2
24,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4
25,18204.0,RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2
26,40000.0,OWN,0.0,MEDICAL,B,4300,10.74,0,0.11,N,2
21,20000.0,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2
24,40000.0,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0,0.05,N,4
21,20004.0,RENT,4.0,MEDICAL,A,4500,8.0,0,0.22,N,2
21,20400.0,RENT,2.0,PERSONAL,B,4500,10.99,0,0.22,N,2
25,21000.0,RENT,0.0,DEBTCONSOLIDATION,B,4500,9.62,0,0.21,N,4
25,21000.0,RENT,2.0,EDUCATION,E,4500,16.45,1,0.21,Y,4
22,40000.0,MORTGAGE,7.0,PERSONAL,A,10850,7.66,0,0.27,N,4
23,21600.0,RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2
23,23421.0,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3
23,34000.0,MORTGAGE,0.0,EDUCATION,C,4000,14.17,1,0.12,N,2
23,40000.0,MORTGAGE,6.0,PERSONAL,B,7200,11.11,0,0.18,N,2
21,23916.0,RENT,2.0,EDUCATION,B,4500,9.62,0,0.19,N,4
26,24000.0,RENT,10.0,MEDICAL,B,4500,12.42,0,0.19,N,4
24,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.11,0,0.13,N,2
26,24000.0,RENT,5.0,VENTURE,A,4500,5.79,0,0.19,N,3
22,24000.0,RENT,0.0,EDUCATION,B,4500,11.49,0,0.19,N,2
25,40000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,7.29,0,0.1,N,2
22,24500.0,RENT,3.0,DEBTCONSOLIDATION,A,4500,8.94,0,0.18,N,2
23,25596.0,RENT,2.0,MEDICAL,B,4500,9.99,0,0.18,N,4
23,26000.0,RENT,3.0,MEDICAL,A,4500,8.49,1,0.17,N,2
25,30996.0,RENT,9.0,VENTURE,A,4500,6.92,0,0.15,N,3
24,32000.0,RENT,,MEDICAL,A,4500,7.29,0,0.14,N,4
23,32400.0,RENT,4.0,EDUCATION,A,4500,7.49,0,0.14,N,4
22,40000.0,MORTGAGE,1.0,EDUCATION,A,4800,5.42,0,0.12,N,2
22,33000.0,RENT,2.0,PERSONAL,A,4500,7.88,0,0.14,N,3
23,33000.0,RENT,1.0,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,N,4
21,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4
22,35000.0,RENT,2.0,VENTURE,C,4500,14.27,0,0.13,Y,2
23,35000.0,RENT,5.0,PERSONAL,B,4500,10.59,0,0.13,N,2
24,35000.0,RENT,1.0,MEDICAL,C,4500,12.87,0,0.13,Y,3
22,40000.0,MORTGAGE,5.0,MEDICAL,B,8000,10.74,0,0.2,N,3
23,40000.0,MORTGAGE,7.0,VENTURE,B,14000,11.011694892245036,0,0.35,N,3
21,36000.0,RENT,0.0,EDUCATION,A,4500,6.62,0,0.13,N,2
26,40000.0,MORTGAGE,5.0,MEDICAL,A,16000,11.011694892245036,0,0.4,N,3
26,34000.0,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4
22,36000.0,RENT,5.0,EDUCATION,A,4500,6.17,0,0.13,N,3
24,36000.0,RENT,5.0,VENTURE,A,4500,7.14,0,0.13,N,4
22,40000.0,OWN,5.0,MEDICAL,B,6000,9.25,0,0.15,N,3
22,37342.0,RENT,3.0,VENTURE,C,4500,11.03,0,0.12,Y,2
23,40000.0,MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.17,N,3
24,37500.0,RENT,0.0,PERSONAL,A,4500,5.42,0,0.12,N,4
24,40000.0,OWN,0.0,PERSONAL,A,6900,6.91,0,0.17,N,3
22,32000.0,RENT,5.0,MEDICAL,A,4500,9.63,1,0.14,N,2
24,38000.0,RENT,8.0,MEDICAL,B,4500,10.83,0,0.12,N,2
23,38004.0,RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,2
24,34000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,N,2
24,39000.0,RENT,2.0,VENTURE,B,4500,10.99,0,0.12,N,4
22,39996.0,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4
22,40000.0,RENT,6.0,EDUCATION,A,4500,7.66,0,0.11,N,3
26,40000.0,RENT,0.0,MEDICAL,A,4500,7.74,0,0.11,N,2
25,40000.0,OWN,3.0,EDUCATION,D,12000,14.83,0,0.3,N,4
24,40000.0,RENT,8.0,MEDICAL,C,4500,12.84,0,0.11,N,3
22,40000.0,MORTGAGE,6.0,VENTURE,B,4000,10.36,0,0.1,N,4
24,34068.0,RENT,2.0,EDUCATION,D,4500,14.84,1,0.13,N,3
23,41000.0,RENT,6.0,PERSONAL,C,4500,12.99,0,0.11,N,4
25,40000.0,MORTGAGE,6.0,MEDICAL,C,5000,12.61,0,0.13,Y,4
21,36000.0,RENT,1.0,VENTURE,D,4500,17.27,1,0.13,N,2
24,40000.0,MORTGAGE,4.0,MEDICAL,B,3500,8.88,0,0.09,N,2
26,40000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2
21,42000.0,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,N,4
22,42000.0,RENT,2.0,DEBTCONSOLIDATION,B,4500,11.49,0,0.11,N,4
21,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3
26,42000.0,RENT,3.0,PERSONAL,A,4500,7.66,0,0.11,N,2
25,43500.0,RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2
25,43738.0,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3
26,44004.0,RENT,2.0,MEDICAL,A,4500,7.74,0,0.1,N,3
23,45000.0,RENT,0.0,VENTURE,B,4500,9.25,0,0.1,N,4
21,41000.0,RENT,2.0,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3
22,40000.0,MORTGAGE,6.0,PERSONAL,A,4800,11.011694892245036,0,0.12,N,2
26,48000.0,RENT,10.0,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,N,4
23,48500.0,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,N,4
22,44000.0,RENT,,PERSONAL,D,4500,14.46,1,0.1,Y,2
22,44000.0,RENT,3.0,PERSONAL,A,4500,5.79,1,0.1,N,3
21,40000.0,MORTGAGE,3.0,MEDICAL,A,2500,6.76,0,0.06,N,4
24,40000.0,OWN,6.0,VENTURE,A,1000,6.76,0,0.03,N,3
23,52800.0,RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4
24,54100.0,RENT,5.0,PERSONAL,A,4500,7.14,0,0.08,N,4
26,40000.0,OWN,0.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,N,4
22,48300.0,RENT,0.0,HOMEIMPROVEMENT,B,4500,9.76,1,0.09,N,2
22,34000.0,MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2
26,54396.0,RENT,10.0,MEDICAL,C,4500,11.011694892245036,0,0.08,N,3
23,40000.0,MORTGAGE,1.0,PERSONAL,A,4000,7.14,0,0.1,N,3
24,40000.0,OWN,4.0,PERSONAL,C,2000,14.35,0,0.05,N,2
24,55000.0,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.9,0,0.08,N,2
23,55000.0,RENT,4.0,VENTURE,A,4500,8.49,0,0.08,N,3
22,55000.0,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.76,0,0.08,N,4
24,40000.0,MORTGAGE,2.0,VENTURE,C,15250,13.98,0,0.38,Y,2
24,40000.0,MORTGAGE,5.0,VENTURE,A,8000,11.011694892245036,0,0.2,N,4
26,58947.0,RENT,10.0,MEDICAL,A,4500,6.03,0,0.08,N,2
23,59000.0,RENT,3.0,MEDICAL,C,4500,12.68,0,0.08,Y,3
25,40000.0,OWN,0.0,EDUCATION,B,8000,10.38,0,0.2,N,4
23,54000.0,RENT,5.0,HOMEIMPROVEMENT,A,4500,8.49,1,0.08,N,2
23,54000.0,RENT,7.0,EDUCATION,B,4500,11.011694892245036,1,0.08,N,2
23,62000.0,RENT,7.0,VENTURE,B,4500,12.42,0,0.07,N,2
22,40000.0,MORTGAGE,2.0,PERSONAL,A,8100,7.14,0,0.2,N,3
25,60000.0,RENT,9.0,HOMEIMPROVEMENT,B,4500,10.99,1,0.07,N,2
23,40000.0,MORTGAGE,,EDUCATION,A,4000,6.39,0,0.1,N,3
24,74000.0,RENT,0.0,PERSONAL,B,4500,12.18,0,0.06,N,4
25,78996.0,RENT,9.0,EDUCATION,A,4500,8.63,0,0.06,N,2
25,80000.0,RENT,8.0,VENTURE,C,4500,13.06,0,0.06,N,2
25,82560.0,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,3
25,84000.0,RENT,0.0,HOMEIMPROVEMENT,B,4500,12.18,0,0.05,N,2
24,86854.0,RENT,8.0,VENTURE,A,4500,11.011694892245036,0,0.05,N,4
24,40000.0,MORTGAGE,3.0,VENTURE,B,10500,11.36,0,0.26,N,4
24,40000.0,MORTGAGE,8.0,PERSONAL,B,10000,9.88,0,0.25,N,2
21,40000.0,OWN,6.0,VENTURE,B,5600,10.25,0,0.14,N,3
25,138000.0,RENT,1.0,EDUCATION,C,4500,13.43,0,0.03,N,3
23,20664.0,RENT,4.0,EDUCATION,C,4550,13.72,0,0.22,Y,3
21,34000.0,MORTGAGE,5.0,EDUCATION,B,10000,10.62,1,0.29,N,2
22,29976.0,RENT,6.0,DEBTCONSOLIDATION,C,4550,12.84,0,0.15,N,3
23,42000.0,RENT,2.0,EDUCATION,C,4550,15.23,0,0.11,N,4
26,130000.0,RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,Y,2
21,24000.0,RENT,0.0,EDUCATION,C,4600,13.99,0,0.19,Y,2
23,27864.0,RENT,0.0,MEDICAL,A,4600,6.03,0,0.17,N,3
26,40000.0,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0,0.15,N,4
21,28416.0,RENT,6.0,PERSONAL,A,4600,11.011694892245036,0,0.16,N,2
24,30000.0,RENT,0.0,MEDICAL,C,4600,11.011694892245036,0,0.15,Y,2
22,40000.0,MORTGAGE,6.0,VENTURE,A,4750,11.011694892245036,0,0.12,N,2
23,33000.0,RENT,0.0,EDUCATION,B,4600,11.71,0,0.14,N,3
23,40000.0,RENT,1.0,VENTURE,B,4600,10.59,0,0.12,N,3
25,40000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,N,4
23,46500.0,RENT,3.0,EDUCATION,D,4600,11.011694892245036,0,0.1,Y,4
21,40000.0,MORTGAGE,5.0,MEDICAL,A,9000,7.51,0,0.23,N,4
25,40000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4750,11.011694892245036,0,0.12,N,3
26,44000.0,RENT,5.0,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,N,4
21,51996.0,RENT,5.0,PERSONAL,A,4600,8.59,0,0.09,N,2
21,40000.0,MORTGAGE,5.0,EDUCATION,C,8000,11.011694892245036,0,0.2,N,3
23,52000.0,RENT,5.0,PERSONAL,D,4600,14.96,1,0.09,N,2
26,52800.0,RENT,3.0,DEBTCONSOLIDATION,D,4600,15.62,1,0.09,Y,4
24,40000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.1,N,4
23,40000.0,MORTGAGE,3.0,EDUCATION,B,12000,9.88,0,0.3,N,2
25,34000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5800,13.48,1,0.17,Y,3
22,40000.0,MORTGAGE,0.0,EDUCATION,C,4000,12.73,0,0.1,Y,2
24,73000.0,RENT,2.0,MEDICAL,B,4600,9.99,0,0.06,N,2
24,100000.0,RENT,1.0,EDUCATION,A,4600,8.49,0,0.05,N,2
22,40000.0,OWN,0.0,VENTURE,C,6400,14.22,0,0.16,Y,2
24,22392.0,RENT,,MEDICAL,B,4650,9.99,0,0.21,N,4
24,40000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,9.88,0,0.38,N,2
24,40000.0,MORTGAGE,2.0,VENTURE,B,10000,11.83,0,0.25,N,3
21,31970.0,RENT,2.0,VENTURE,A,4650,9.32,0,0.15,N,2
22,48000.0,RENT,2.0,MEDICAL,B,4650,10.99,0,0.1,N,4
24,31776.0,RENT,6.0,VENTURE,A,4700,8.94,0,0.15,N,3
25,40000.0,RENT,0.0,MEDICAL,C,4700,12.09,0,0.12,Y,3
24,40000.0,OWN,1.0,HOMEIMPROVEMENT,A,9000,8.94,0,0.23,N,3
23,41000.0,RENT,7.0,PERSONAL,A,4700,7.9,0,0.11,N,2
26,40000.0,MORTGAGE,3.0,VENTURE,B,1750,11.83,0,0.04,N,4
24,45000.0,RENT,2.0,DEBTCONSOLIDATION,B,4700,10.96,0,0.1,N,2
26,19800.0,RENT,0.0,MEDICAL,C,4725,11.22,1,0.24,N,3
26,27600.0,RENT,0.0,MEDICAL,A,4725,6.54,0,0.17,N,2
24,40000.0,OWN,8.0,HOMEIMPROVEMENT,C,7500,13.22,0,0.19,N,3
24,12000.0,RENT,0.0,EDUCATION,B,4750,10.75,1,0.4,N,4
21,13806.0,RENT,6.0,PERSONAL,C,4750,12.73,1,0.34,Y,3
22,14000.0,RENT,2.0,PERSONAL,D,4750,14.61,1,0.34,N,4
26,14040.0,RENT,1.0,DEBTCONSOLIDATION,B,4750,10.25,1,0.34,N,2
23,14400.0,RENT,1.0,EDUCATION,B,4750,11.11,1,0.33,N,2
21,40000.0,MORTGAGE,5.0,EDUCATION,B,9000,11.14,0,0.23,N,3
26,15000.0,RENT,0.0,PERSONAL,A,4750,8.49,1,0.32,N,3
25,15600.0,RENT,1.0,PERSONAL,C,4750,13.85,1,0.3,N,4
22,16000.0,RENT,0.0,EDUCATION,C,4750,13.16,1,0.3,N,3
23,40000.0,OWN,6.0,VENTURE,B,12000,11.14,0,0.3,N,3
22,20400.0,RENT,1.0,DEBTCONSOLIDATION,B,4750,11.49,0,0.23,N,2
25,20400.0,RENT,3.0,VENTURE,C,4750,12.98,0,0.23,Y,4
24,40000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3400,7.4,0,0.09,N,3
22,21000.0,RENT,4.0,EDUCATION,D,4750,11.011694892245036,0,0.23,N,2
25,24000.0,RENT,9.0,MEDICAL,B,4750,10.38,0,0.2,N,4
24,24000.0,RENT,8.0,DEBTCONSOLIDATION,B,4750,10.62,0,0.2,N,3
21,26400.0,RENT,5.0,PERSONAL,C,4750,12.23,0,0.18,N,3
24,34000.0,MORTGAGE,3.0,PERSONAL,D,10000,15.31,1,0.29,Y,2
24,28800.0,RENT,0.0,EDUCATION,C,4750,11.011694892245036,0,0.16,Y,4
22,40000.0,OWN,0.0,EDUCATION,B,6000,11.48,0,0.15,N,4
24,40000.0,MORTGAGE,8.0,EDUCATION,D,3000,15.65,0,0.07,N,2
23,40000.0,MORTGAGE,1.0,EDUCATION,B,4000,11.48,0,0.1,N,3
22,13440.0,RENT,1.0,MEDICAL,B,4800,12.53,1,0.36,N,4
21,15000.0,RENT,6.0,VENTURE,A,4800,8.49,1,0.32,N,3
24,15000.0,RENT,3.0,PERSONAL,E,4800,16.95,1,0.32,N,3
21,15996.0,RENT,3.0,MEDICAL,D,4800,15.37,1,0.3,Y,3
22,19800.0,RENT,,DEBTCONSOLIDATION,B,4800,10.99,1,0.24,N,2
26,20000.0,RENT,0.0,DEBTCONSOLIDATION,A,4800,7.49,0,0.24,N,2
24,20000.0,RENT,5.0,MEDICAL,B,4800,11.14,0,0.24,N,4
24,40000.0,MORTGAGE,3.0,VENTURE,A,5000,8.59,0,0.13,N,3
22,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.17,N,3
23,20400.0,RENT,0.0,PERSONAL,A,4800,11.011694892245036,0,0.24,N,2
26,40000.0,MORTGAGE,6.0,VENTURE,C,10750,12.84,0,0.27,Y,4
23,40000.0,MORTGAGE,7.0,EDUCATION,B,3500,12.21,0,0.09,N,3
22,21000.0,RENT,5.0,MEDICAL,B,4800,10.75,0,0.23,N,3
26,21000.0,RENT,0.0,VENTURE,A,4800,7.75,0,0.23,N,4
22,21600.0,RENT,0.0,MEDICAL,C,4800,13.49,0,0.22,N,3
21,22000.0,RENT,1.0,MEDICAL,A,4800,7.88,0,0.22,N,2
26,40000.0,MORTGAGE,3.0,VENTURE,A,3250,8.0,0,0.08,N,4
21,34000.0,OTHER,3.0,VENTURE,E,9600,15.68,1,0.28,Y,2
23,23136.0,RENT,,EDUCATION,A,4800,6.17,0,0.21,N,2
22,23448.0,RENT,,DEBTCONSOLIDATION,B,4800,11.86,0,0.2,N,3
22,40000.0,MORTGAGE,6.0,PERSONAL,C,10000,11.011694892245036,0,0.25,Y,3
22,24000.0,RENT,6.0,EDUCATION,A,4800,7.49,0,0.2,N,2
26,24000.0,RENT,0.0,EDUCATION,A,4800,11.011694892245036,0,0.2,N,3
22,24500.0,RENT,3.0,MEDICAL,B,4800,10.65,0,0.2,N,2
25,26000.0,RENT,1.0,PERSONAL,B,4800,10.65,0,0.18,N,4
22,26004.0,RENT,5.0,MEDICAL,B,4800,10.99,0,0.18,N,4
24,26085.0,RENT,2.0,EDUCATION,C,4800,13.35,0,0.18,Y,3
23,26400.0,RENT,,PERSONAL,A,4800,11.011694892245036,0,0.18,N,4
21,27000.0,RENT,,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4
21,27000.0,RENT,1.0,EDUCATION,A,4800,7.51,0,0.18,N,2
22,40000.0,MORTGAGE,1.0,PERSONAL,E,8000,16.0,0,0.2,Y,3
21,27700.0,RENT,5.0,PERSONAL,A,4800,6.62,0,0.17,N,4
26,27880.0,RENT,1.0,MEDICAL,B,4800,9.25,0,0.17,N,4
22,29000.0,RENT,6.0,MEDICAL,C,4800,12.99,0,0.17,Y,4
25,34000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,N,3
22,29534.0,RENT,1.0,EDUCATION,B,4800,11.99,0,0.16,N,4
23,40000.0,MORTGAGE,1.0,VENTURE,B,1200,10.83,0,0.03,N,2
24,30000.0,RENT,5.0,EDUCATION,A,4800,6.99,0,0.16,N,4
23,30000.0,RENT,6.0,EDUCATION,A,4800,7.49,0,0.16,N,3
24,30000.0,RENT,8.0,VENTURE,B,4800,11.49,0,0.16,N,2
24,30000.0,RENT,0.0,EDUCATION,C,4800,13.35,0,0.16,N,3
23,30000.0,RENT,0.0,EDUCATION,B,4800,11.011694892245036,0,0.16,N,4
26,40000.0,MORTGAGE,10.0,VENTURE,B,5200,10.08,0,0.13,N,3
25,30000.0,RENT,5.0,DEBTCONSOLIDATION,C,4800,11.22,0,0.16,Y,3
24,40000.0,OWN,4.0,MEDICAL,A,1000,7.37,0,0.03,N,2
22,40000.0,MORTGAGE,5.0,MEDICAL,A,5000,7.68,0,0.13,N,4
22,31200.0,RENT,,VENTURE,B,4800,10.37,0,0.15,N,4
24,32000.0,RENT,6.0,MEDICAL,B,4800,10.59,0,0.15,N,2
22,32000.0,RENT,3.0,DEBTCONSOLIDATION,D,4800,16.49,1,0.15,Y,2
22,32000.0,RENT,0.0,DEBTCONSOLIDATION,B,4800,11.11,0,0.15,N,4
25,32000.0,RENT,0.0,EDUCATION,A,4800,7.14,0,0.15,N,3
22,40000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,9.76,0,0.2,N,4
22,32000.0,RENT,1.0,EDUCATION,C,4800,13.61,0,0.15,N,4
23,32640.0,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,2
26,33000.0,RENT,6.0,EDUCATION,B,4800,12.69,0,0.15,N,4
22,33000.0,RENT,3.0,MEDICAL,A,4800,7.49,0,0.15,N,4
22,40000.0,MORTGAGE,1.0,EDUCATION,B,13025,10.14,0,0.33,N,3
26,40000.0,OWN,0.0,MEDICAL,B,15000,9.64,0,0.38,N,4
24,33000.0,RENT,4.0,MEDICAL,D,4800,14.91,1,0.15,Y,4
24,40000.0,OWN,6.0,MEDICAL,D,5000,11.86,0,0.13,N,4
23,34000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,2525,13.12,1,0.07,N,3
23,33000.0,RENT,5.0,DEBTCONSOLIDATION,D,4800,14.54,1,0.15,Y,3
25,34000.0,MORTGAGE,2.0,VENTURE,C,15450,11.22,1,0.45,N,4
24,33600.0,RENT,0.0,MEDICAL,B,4800,11.86,0,0.14,N,2
26,35000.0,RENT,0.0,DEBTCONSOLIDATION,A,4800,8.9,0,0.14,N,2
22,40058.0,MORTGAGE,5.0,VENTURE,B,6000,9.91,0,0.15,N,2
22,35000.0,RENT,3.0,EDUCATION,A,4800,5.42,0,0.14,N,3
25,35000.0,RENT,9.0,VENTURE,B,4800,11.14,0,0.14,N,2
25,35000.0,RENT,1.0,MEDICAL,C,4800,10.28,0,0.14,N,2
23,40104.0,OTHER,7.0,EDUCATION,C,10000,12.72,0,0.25,Y,2
24,40113.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,5000,7.14,0,0.12,N,2
22,30000.0,RENT,4.0,PERSONAL,C,4800,11.011694892245036,1,0.16,N,3
23,36000.0,RENT,0.0,PERSONAL,B,4800,11.11,0,0.13,N,3
21,40200.0,MORTGAGE,5.0,MEDICAL,A,7200,7.88,0,0.18,N,2
25,30000.0,RENT,0.0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2
26,40224.0,MORTGAGE,0.0,PERSONAL,A,7000,7.4,0,0.17,N,2
22,40269.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6625,15.23,0,0.16,Y,3
26,40272.0,MORTGAGE,3.0,EDUCATION,B,10000,11.86,0,0.25,N,3
23,40308.0,MORTGAGE,1.0,EDUCATION,A,5000,7.68,0,0.12,N,4
25,38000.0,RENT,9.0,MEDICAL,B,4800,11.71,0,0.13,N,4
22,32400.0,RENT,7.0,PERSONAL,C,4800,13.98,1,0.15,Y,2
22,38790.0,RENT,0.0,EDUCATION,C,4800,13.8,0,0.12,Y,3
26,39996.0,RENT,5.0,EDUCATION,C,4800,12.99,0,0.12,N,4
22,40499.0,MORTGAGE,7.0,MEDICAL,B,11500,11.83,0,0.28,N,4
24,40800.0,RENT,5.0,MEDICAL,C,4800,13.85,0,0.12,Y,3
22,41300.0,RENT,6.0,EDUCATION,B,4800,11.89,0,0.12,N,3
25,40500.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,N,4
22,41504.0,RENT,6.0,EDUCATION,C,4800,12.99,0,0.12,N,4
22,42000.0,RENT,4.0,DEBTCONSOLIDATION,C,4800,14.35,0,0.11,N,4
25,42000.0,RENT,2.0,DEBTCONSOLIDATION,C,4800,13.22,0,0.11,N,4
22,42996.0,RENT,3.0,PERSONAL,C,4800,11.03,0,0.11,N,4
22,40542.0,MORTGAGE,6.0,VENTURE,A,6250,11.011694892245036,0,0.15,N,2
26,44600.0,RENT,0.0,EDUCATION,C,4800,14.65,0,0.11,N,2
25,45000.0,RENT,9.0,EDUCATION,A,4800,7.51,0,0.11,N,3
26,45000.0,RENT,1.0,MEDICAL,A,4800,5.42,0,0.11,N,2
